region,sector,gender_lead,repayment_interval,loan_amount,funded_amount,lender_count,average_count
Mwingi,Retail,female,monthly,11950.0,11700.0,382,16.496134975746074
Naivasha,Services,male,monthly,11925.0,10925.0,295,16.861237845733648
Kakamega,Food,female,irregular,11925.0,11750.0,389,22.057281557734605
Kitale,Agriculture,male,irregular,11900.0,11900.0,398,23.130768899072404
Naivasha,Transportation,male,monthly,11850.0,6925.0,179,14.983667926400122
Kitale,Transportation,male,monthly,11700.0,8050.0,253,18.401967724242258
Kishushe,Agriculture,female,bullet,11700.0,11700.0,389,8.748466835985266
Nairobi Central,Clothing,female,monthly,11675.0,11675.0,356,14.365968304037503
Thika,Retail,female,irregular,11675.0,9450.0,278,14.504674927981277
Embu,Retail,female,irregular,11600.0,3675.0,120,18.428935912213316
Chuka,Education,female,monthly,11600.0,11600.0,398,22.750054792761155
Likoni,Education,female,irregular,11575.0,11575.0,399,23.988218501239555
Msambweni,Arts,female,irregular,11575.0,11575.0,393,19.360428813568046
Kisumu,Agriculture,male,irregular,11550.0,10675.0,308,18.925963851260242
Kakamega,Transportation,male,irregular,11550.0,9475.0,276,19.525774949436975
Kapcherop,Agriculture,female,monthly,11525.0,8350.0,290,9.594422737830595
Eastland,Retail,female,monthly,11450.0,11450.0,320,15.799952780871411
Molo,Retail,female,monthly,11350.0,10425.0,288,15.18813667396154
Sereolipi,Personal Use,male,irregular,11250.0,11250.0,376,19.714603018037973
Kericho,Services,female,monthly,11200.0,11150.0,380,15.925353935485903
Lunga Lunga,Agriculture,female,bullet,11200.0,11200.0,376,17.816856738082546
Eldoret,Services,male,monthly,11100.0,10350.0,346,6.212500741341882
Eastland,Retail,male,monthly,11100.0,8400.0,241,12.50932100548372
Chuka,Agriculture,female,irregular,11075.0,11075.0,387,22.564977121179002
Kisumu,Retail,male,irregular,11050.0,6650.0,203,22.608644252490322
Bungoma,Agriculture,female,irregular,11025.0,11025.0,400,17.66250382787856
"Kiambiu Makadara, Nairobi.",Services,male,monthly,11025.0,11025.0,382,17.33969992441783
Awendo,Manufacturing,male,irregular,11000.0,11000.0,241,9.572723210094875
Voi,Services,female,monthly,10975.0,9475.0,303,6.596489378774417
Nakuru East,Food,female,monthly,10925.0,10925.0,341,14.514766373541406
Ngara,Transportation,male,monthly,10900.0,8850.0,275,18.63622792177218
Molo,Food,female,monthly,10900.0,10450.0,343,24.18159705811464
Tala,Retail,female,monthly,10875.0,10725.0,300,12.997436688455926
Eldoret,Agriculture,male,irregular,10850.0,9900.0,303,12.25691786364842
Nairobi Central,Clothing,male,monthly,10825.0,9000.0,265,17.149017950335537
Matuu,Transportation,male,monthly,10775.0,7850.0,245,16.9095163444483
Nairobi Central,Services,female,monthly,10750.0,10500.0,334,16.560150261725155
KABARNET,Retail,male,monthly,10725.0,9775.0,250,17.31216233801675
Nkubu,Education,female,monthly,10675.0,10675.0,326,22.332165673025482
Nakuru,Retail,male,irregular,10650.0,7350.0,203,10.079868372756351
Mikinduri,Retail,female,irregular,10650.0,10650.0,330,20.601041455715094
Migori,Food,male,monthly,10600.0,9500.0,279,22.450025738955542
Kibwezi,Services,female,monthly,10525.0,9275.0,284,25.716941274515637
nyeri,Food,female,monthly,10475.0,9325.0,266,26.591354565371955
Busia,Retail,male,monthly,10450.0,8275.0,241,26.505024062210538
Mwingi,Food,female,monthly,10400.0,10100.0,353,10.723865298624858
Ngara,Food,male,monthly,10400.0,9350.0,250,19.058708530725802
Kakamega,Agriculture,male,monthly,10375.0,10125.0,297,9.01935213007215
Bomet ;Narok,Transportation,male,monthly,10375.0,6700.0,158,12.64800649656017
Kitale,Services,female,monthly,10325.0,10325.0,308,22.454696750851266
Kisumu,Clothing,male,monthly,10325.0,8000.0,246,22.051327444437014
Chuka,Personal Use,female,monthly,10325.0,10325.0,347,18.686671094524907
Makueni,Agriculture,female,irregular,10300.0,10300.0,336,16.75503355642122
Kitengela,Retail,female,monthly,10225.0,10225.0,307,25.407907429650233
"Kwa Njenga, Mukuru, Nairobi.",Services,male,monthly,10225.0,10225.0,346,22.603809937479117
Kibwezi,Food,female,monthly,10225.0,8975.0,233,20.28730552168116
Kaloleni,Clothing,female,irregular,10200.0,10150.0,343,18.34945792298332
Ololailumtia,Personal Use,male,irregular,10150.0,10150.0,344,21.54871107410761
Nakuru,Agriculture,male,irregular,10125.0,8325.0,273,11.309442147066543
Migori,Clothing,female,monthly,10100.0,9925.0,314,12.54174689422168
Kawangware,Retail,female,irregular,10050.0,10050.0,183,17.19049755599562
Nyahururu,Food,female,monthly,10025.0,9950.0,280,11.493300329807898
Kisumu,Manufacturing,male,monthly,9975.0,9000.0,299,9.798953332534811
Keroka,Food,female,monthly,9950.0,9775.0,291,18.107773123383087
"Kwa Reuben, Nairobi.",Services,male,monthly,9950.0,9950.0,332,19.89846931071058
Makadara,Retail,female,irregular,9875.0,9875.0,174,19.32714543381229
Thika,Services,female,monthly,9875.0,9475.0,334,12.874018518376282
Mathare,Retail,female,irregular,9875.0,9875.0,141,4.272394538898347
Nandi Hills,Food,male,monthly,9850.0,8825.0,273,25.546374698693064
Changamwe,Services,female,monthly,9825.0,6700.0,191,20.763967814743932
KABARNET,Transportation,male,monthly,9825.0,6725.0,207,16.63002696764316
Kenyenya,Food,female,monthly,9825.0,5775.0,189,22.446443223353025
Kisumu,Agriculture,male,monthly,9800.0,9800.0,284,16.03515515148269
Voi,Transportation,male,monthly,9750.0,7900.0,239,10.588326692772974
Kitale,Education,female,monthly,9725.0,9725.0,320,14.036698682514894
Maua,Food,male,monthly,9700.0,7275.0,207,21.923916963398124
Nakuru West,Food,female,monthly,9650.0,7925.0,235,19.792662219495526
Machakos,Clothing,male,monthly,9650.0,7225.0,219,23.57991696541427
Kericho,Transportation,male,monthly,9650.0,8600.0,244,15.439316288310213
Nairobi,Retail,female,bullet,9650.0,9650.0,207,12.514951892821733
Nakuru,Food,female,irregular,9625.0,9325.0,272,10.753161273913552
Nairobi,Construction,male,monthly,9625.0,9625.0,313,14.673427636713877
Thika,Food,male,monthly,9600.0,8675.0,252,12.15286303363032
Chuka,Retail,female,monthly,9600.0,8875.0,237,21.69406557313971
Mwea,Retail,male,monthly,9575.0,7750.0,206,9.797755756216267
Eldoret,Education,female,monthly,9575.0,9575.0,321,15.608869867635844
Taveta,Clothing,female,monthly,9500.0,7425.0,196,14.270953468443137
Lelan,Agriculture,female,monthly,9500.0,8850.0,296,21.68564368323841
Kakamega,Services,female,irregular,9400.0,8625.0,254,15.799528582752126
Tiribe,Arts,female,irregular,9300.0,9300.0,308,17.55468901915965
Kapsabet,Retail,male,monthly,9300.0,6275.0,161,16.951393457751266
malindi,Personal Use,female,monthly,9300.0,8800.0,267,15.528946460045178
Taveta,Services,female,monthly,9275.0,8200.0,267,17.04550574225291
Kericho,Services,male,monthly,9275.0,7650.0,257,15.814646142867902
Kiambu,Agriculture,female,irregular,9250.0,9250.0,300,23.621321296229187
Ongata-Rongai,Food,male,monthly,9200.0,7825.0,240,21.144092598674405
ELDAMA RAVINE,Agriculture,female,monthly,9150.0,6025.0,179,8.918363902265696
Kapsabet,Transportation,male,monthly,9125.0,7825.0,218,9.938800678225562
Nyahururu,Food,male,monthly,9100.0,7400.0,261,10.232475548324755
Kericho,Retail,male,irregular,9100.0,5025.0,145,13.052901260887836
Kakamega,Retail,female,irregular,8975.0,7350.0,220,17.04252624351197
Embu,Retail,male,monthly,8950.0,7200.0,175,19.43207885160463
Kilifi,Construction,male,monthly,8925.0,8925.0,239,12.206851843759448
Mikinduri,Agriculture,female,irregular,8900.0,8900.0,255,29.259205715853508
Nanyuki,Agriculture,female,irregular,8875.0,8875.0,303,9.391262642226573
Kitale,Transportation,female,monthly,8825.0,7575.0,251,17.749787049317185
Nandi Hills,Education,female,monthly,8775.0,8775.0,275,3.80939449502236
Changamwe,Retail,male,monthly,8750.0,7625.0,195,7.290040214858118
Bungoma,Services,female,monthly,8750.0,8750.0,273,19.156967671009077
Meru,Agriculture,female,irregular,8700.0,8700.0,278,20.42431844646298
Voi,Services,male,monthly,8650.0,6050.0,162,16.800359131866962
Kapsabet,Education,male,monthly,8625.0,7900.0,260,17.524585460455775
Busia,Food,male,monthly,8625.0,6325.0,188,14.469198075257717
Kitengela,Retail,male,monthly,8600.0,7225.0,235,15.980665947267
Ndunyu Njeru,Agriculture,male,monthly,8575.0,8575.0,292,15.004401866089754
Kakamega,Agriculture,male,bullet,8475.0,8475.0,278,14.008592266360552
Oloitoktok,Agriculture,male,monthly,8450.0,8450.0,239,15.449105120307244
Lamu,Food,female,irregular,8400.0,8400.0,252,15.184676698975403
Tala;Kangundo,Food,male,monthly,8375.0,7375.0,223,17.091670391118022
KABARNET,Agriculture,male,monthly,8375.0,6250.0,191,17.73426010973376
"Makadara, Nairobi.",Services,male,monthly,8375.0,8375.0,271,27.056862224135244
Muranga,Retail,female,irregular,8350.0,6475.0,193,9.695417455150654
Kiambu,Food,male,monthly,8350.0,6850.0,201,22.30739280713522
Nyahururu,Education,female,monthly,8350.0,8350.0,284,18.019736334784238
Ongata-Rongai,Food,female,monthly,8350.0,8000.0,247,10.583509499909786
Nakuru,Agriculture,female,irregular,8350.0,8350.0,287,22.88171806753335
Nairobi,Food,female,monthly,8350.0,8350.0,241,14.741702351980116
nyeri,Retail,female,irregular,8325.0,7050.0,203,19.241672560495193
Nyeri,Education,male,monthly,8300.0,8300.0,274,19.56533937842859
Kericho,Retail,female,irregular,8300.0,6275.0,217,16.624353984087016
Thika,Retail,male,monthly,8300.0,6625.0,185,18.176824161147593
Kerugoya,Personal Use,female,monthly,8225.0,8225.0,280,16.696991871803327
Chuka,Food,male,monthly,8150.0,7125.0,227,20.712567286292458
Nakuru,Transportation,female,monthly,8100.0,8100.0,245,12.42434509566896
Gatundu,Agriculture,male,monthly,8075.0,8075.0,206,13.846968720401039
Nakuru,Clothing,female,irregular,8050.0,7175.0,257,17.19688284164838
Bungoma,Clothing,female,monthly,8025.0,7775.0,196,18.376683212511445
Thika,Clothing,female,irregular,8025.0,6125.0,177,14.827558285586253
Makueni,Retail,female,monthly,8000.0,6975.0,213,28.583709774714432
Likoni,Transportation,female,irregular,8000.0,8000.0,222,31.322292211653576
Nairobi,Arts,female,bullet,8000.0,8000.0,281,15.928422723641408
Nyahururu,Retail,male,monthly,7975.0,6075.0,177,17.956396820475156
Nkubu,Agriculture,female,irregular,7975.0,7975.0,287,17.58758508162419
Bomet,Agriculture,male,irregular,7950.0,5725.0,170,17.908201674203394
Kapsabet,Food,male,monthly,7925.0,5950.0,184,19.70577370893892
Bomet,Food,male,monthly,7900.0,6425.0,204,17.94924591698204
Maua,Agriculture,male,monthly,7850.0,7125.0,189,17.350893079080002
Molo,Clothing,female,monthly,7800.0,7500.0,234,23.870602383426633
Bungoma,Retail,male,irregular,7800.0,3550.0,92,19.668434953839373
Tala;Kangundo,Transportation,male,monthly,7775.0,5900.0,161,19.81080776156527
Ongata-Rongai,Services,female,monthly,7750.0,7750.0,249,19.443215714641692
Murang'a,Retail,female,monthly,7750.0,6975.0,218,16.05083073445537
Nyahururu,Retail,female,monthly,7675.0,7675.0,228,12.831965105067399
Thika,Clothing,female,monthly,7650.0,6175.0,162,19.209189002278553
Machakos,Services,male,monthly,7650.0,7075.0,253,20.649691909564613
Ngara,Services,male,monthly,7625.0,7525.0,229,26.705539904674595
Molo,Retail,male,monthly,7600.0,6375.0,181,13.923358339338087
Litein,Agriculture,female,irregular,7600.0,7600.0,259,11.625532501075126
Kitengela,Services,female,monthly,7575.0,7350.0,208,3.0111077184982995
Kiambu,Personal Use,female,monthly,7550.0,7550.0,220,17.526189028556427
Kisauni,Food,male,irregular,7525.0,7525.0,244,20.663729796620387
Nanyuki,Food,female,irregular,7500.0,6125.0,217,18.971606990724005
Lunga Lunga,Agriculture,male,bullet,7500.0,7500.0,195,21.39450580568202
Nanyuki,Retail,female,irregular,7500.0,6450.0,213,11.601065585640589
"Mikindani, Mombasa",Food,female,monthly,7475.0,7475.0,222,12.917883439476505
Mariakani,Retail,male,monthly,7475.0,7300.0,225,20.358210167753473
malindi,Retail,female,monthly,7475.0,7300.0,250,27.448212532971876
Nakuru,Personal Use,female,monthly,7450.0,7450.0,253,15.463880006687432
Kiambu,Agriculture,male,monthly,7400.0,5750.0,173,8.287791292135662
Githunguri,Agriculture,female,irregular,7325.0,5750.0,210,16.187651988025955
Likoni,Housing,female,irregular,7325.0,7325.0,234,13.41625927447605
Tala;Kangundo,Services,male,monthly,7300.0,6375.0,225,19.778282334554685
Kakamega,Manufacturing,male,monthly,7300.0,7300.0,240,17.389564714553416
Githunguri,Food,female,irregular,7300.0,7000.0,220,10.559094082218133
Changamwe,Services,female,irregular,7250.0,6925.0,241,16.323186371080688
Kapsabet,Services,female,monthly,7250.0,5875.0,171,23.476990865708768
Makueni,Food,female,monthly,7225.0,7200.0,209,14.28077642126229
Bomet ;Narok,Retail,male,monthly,7225.0,5450.0,156,18.024935988246266
Sindo,Agriculture,male,bullet,7225.0,7225.0,237,26.571807742310373
Nkubu,Personal Use,female,monthly,7200.0,7200.0,262,11.883688849668419
Eastland,Food,male,monthly,7200.0,6775.0,200,17.596395815343122
Nyahururu,Clothing,female,monthly,7200.0,6100.0,188,17.65113491705962
Muranga,Food,female,irregular,7175.0,6350.0,203,21.70993474400656
Kawangware,Transportation,male,monthly,7150.0,5050.0,130,16.944131329896074
Webuye,Retail,female,irregular,7150.0,4450.0,141,12.84473613492078
Muhoroni,Retail,female,irregular,7125.0,7125.0,231,12.522463019659414
Narok,Services,male,monthly,7125.0,5575.0,154,22.884871308352874
Kiambu,Food,female,monthly,7125.0,7125.0,182,18.372445695107626
Nakuru,Personal Use,male,monthly,7125.0,6600.0,240,19.203357352817036
Nyahururu,Agriculture,female,irregular,7100.0,7100.0,216,22.954648608802536
Litein,Food,female,monthly,7050.0,6000.0,195,16.479842940639614
Kisauni,Education,female,irregular,7000.0,7000.0,233,20.18526623055513
East Nairobi,Food,female,irregular,7000.0,5825.0,184,24.038964163972775
Makueni,Retail,male,monthly,6975.0,5025.0,129,16.929079146223017
Ogongo,Agriculture,male,bullet,6975.0,6975.0,217,15.052007631167024
Kishushe,Agriculture,male,bullet,6900.0,6900.0,235,16.750621774502733
Thika,Personal Use,male,monthly,6875.0,6875.0,217,8.382562030043232
"Kwa Reuben, Nairobi.",Services,female,monthly,6825.0,6825.0,217,20.17203439259991
East Nairobi,Retail,female,irregular,6800.0,6625.0,169,19.26733949506151
Mombasa,Food,female,irregular,6775.0,6375.0,205,15.175384553356382
Olkalou,Agriculture,male,monthly,6775.0,6775.0,187,8.563514360786375
Tala,Agriculture,male,monthly,6775.0,5525.0,136,19.08973495392718
Mombasa,Construction,male,monthly,6725.0,6725.0,194,20.84728286353935
nyeri,Food,female,irregular,6700.0,4300.0,120,17.26491264297233
Narok,Services,female,monthly,6675.0,6675.0,218,15.961090716494374
Siaya,Retail,female,monthly,6675.0,5975.0,204,17.106742703752364
Ndunyu Njeru,Agriculture,female,monthly,6675.0,6675.0,189,11.166380819951419
Keroka,Retail,female,monthly,6650.0,6650.0,218,20.97836631312612
Narok,Food,male,monthly,6650.0,6325.0,195,16.693668196388067
litein,Agriculture,female,monthly,6625.0,1175.0,46,15.37717419487946
Mikinduri,Services,female,irregular,6625.0,6625.0,225,12.129593226394565
Kawangware,Retail,male,monthly,6625.0,5450.0,158,9.935968938190822
Kibwezi,Agriculture,male,monthly,6625.0,5925.0,166,13.472647920981222
Mombasa,Retail,female,bullet,6625.0,6625.0,154,23.764445950145696
Limuru,Services,female,monthly,6600.0,6600.0,208,16.87018009057823
Busia,Services,male,monthly,6600.0,5650.0,171,17.30002366958552
Changamwe,Food,male,monthly,6575.0,5675.0,186,11.82413761956118
Molo,Services,female,monthly,6575.0,4975.0,138,19.87773867356206
Nairobi Central,Food,male,monthly,6550.0,5475.0,172,26.08113816250111
Nyahururu,Personal Use,female,monthly,6550.0,6550.0,215,20.938306053405483
Kericho,Personal Use,female,monthly,6500.0,6500.0,215,10.349181134068061
Litein,Agriculture,male,irregular,6500.0,6100.0,198,21.180223330340418
Nyahururu,Services,female,monthly,6500.0,6125.0,185,11.892618647988789
Muhoroni,Food,female,irregular,6500.0,6200.0,200,16.22851253031868
Kisii,Construction,female,monthly,6425.0,6425.0,214,26.33523217148584
Bondo,Retail,female,monthly,6400.0,6400.0,202,12.078232741873194
Kitale,Personal Use,male,monthly,6375.0,6375.0,216,17.24206007347611
Sotik,Agriculture,female,monthly,6375.0,2525.0,66,18.14679934625882
nyeri,Clothing,female,monthly,6350.0,6350.0,202,11.589050940866182
Murang'a,Personal Use,male,monthly,6325.0,6325.0,206,13.350249683509029
Nyamira,Education,male,monthly,6275.0,6275.0,169,9.649152500060517
Mwea,Clothing,female,monthly,6250.0,6250.0,177,17.67651458471279
Githunguri,Retail,female,irregular,6200.0,4775.0,156,12.793337287739812
Thika,Education,female,monthly,6175.0,6175.0,193,13.914064977641743
Changamwe,Agriculture,female,irregular,6150.0,6150.0,209,11.385996658861187
Meru,Retail,female,irregular,6150.0,5025.0,140,14.204444297473325
Nairobi,Food,male,monthly,6150.0,4250.0,125,26.11866981912524
Kakamega,Retail,male,irregular,6150.0,5050.0,164,20.19265209436744
Limuru,Retail,female,irregular,6100.0,5775.0,123,13.67845788401139
"Kamkunji, Nairobi.",Services,female,monthly,6075.0,6075.0,160,26.40017755264129
Eastland,Clothing,female,monthly,6050.0,5775.0,160,20.26873910013347
Bungoma,Food,male,irregular,6050.0,2900.0,86,23.239569791461374
Eastland,Services,female,monthly,6025.0,6025.0,183,13.910041485730998
"Makadara, Nairobi.",Services,female,monthly,6025.0,6025.0,201,25.30088922596241
Narok,Education,male,monthly,6025.0,6025.0,196,15.033457928874325
Embu,Services,female,monthly,6000.0,5550.0,149,12.102642727796274
Thika Road,Food,female,monthly,5975.0,5975.0,184,19.44350452130396
Kiwa Island,Personal Use,male,irregular,5950.0,5950.0,140,19.80049505137987
Kisii,Education,female,monthly,5950.0,5950.0,208,25.30978783896552
Nyahururu,Transportation,male,monthly,5925.0,5800.0,171,17.814626800106033
Mombasa,Services,female,irregular,5925.0,3500.0,113,4.497773507291316
Nakuru,Housing,female,monthly,5925.0,5925.0,152,9.916895365175915
Muranga,Agriculture,male,irregular,5900.0,5500.0,163,19.128039880843467
Tiribe,Transportation,female,irregular,5900.0,5900.0,206,19.589132469480397
Kilifi,Clothing,male,monthly,5900.0,3900.0,114,18.704143947728813
Tala,Food,female,monthly,5875.0,5775.0,183,17.514582484370884
Mombasa,Agriculture,male,monthly,5875.0,5875.0,170,22.968602037174296
